fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality=3,quality=4,quality=5,quality=6,quality=7,quality=8
0.138,0.354,0.210,0.077,0.095,0.111,0.059,0.005,0.160,0.135,0.128,0,0,1,0,0,0
0.088,0.329,0.050,0.065,0.088,0.111,0.038,0.005,0.195,0.225,0.148,0,0,1,0,0,0
0.063,0.266,0.040,0.052,0.061,0.056,0.024,0.004,0.244,0.125,0.201,0,0,1,0,0,0
0.101,0.285,0.100,0.077,0.059,0.042,0.017,0.004,0.175,0.215,0.161,0,0,0,1,0,0
0.157,0.063,0.490,0.058,0.044,0.097,0.042,0.003,0.162,0.115,0.268,0,0,0,1,0,0
0.063,0.266,0.040,0.052,0.061,0.056,0.024,0.004,0.244,0.125,0.201,0,0,1,0,0,0
0.101,0.335,0.060,0.045,0.062,0.069,0.042,0.003,0.207,0.105,0.238,0,0,1,0,0,0
0.195,0.266,0.260,0.065,0.126,0.306,0.488,0.006,0.130,0.130,0.087,0,0,1,0,0,0
0.113,0.120,0.090,0.032,0.088,0.194,0.076,0.005,0.170,0.185,0.107,0,0,0,0,1,0
0.151,0.196,0.020,0.065,0.111,0.194,0.076,0.005,0.152,0.240,0.148,0,0,0,1,0,0
0.195,0.266,0.260,0.065,0.126,0.306,0.488,0.006,0.130,0.130,0.087,0,0,1,0,0,0
0.145,0.392,0.030,0.090,0.069,0.083,0.035,0.005,0.177,0.150,0.208,0,0,0,1,0,0
0.126,0.491,0.040,0.090,0.092,0.083,0.024,0.006,0.197,0.125,0.161,0,0,0,1,0,0
0.145,0.392,0.030,0.090,0.069,0.083,0.035,0.005,0.177,0.150,0.208,0,0,0,1,0,0
0.182,0.383,0.040,0.039,0.105,0.097,0.031,0.005,0.130,0.100,0.081,0,0,1,0,0,0
0.201,0.443,0.290,0.219,0.116,0.278,0.201,0.006,0.105,0.100,0.067,0,0,1,0,0,0
0.170,0.294,0.180,0.097,0.108,0.194,0.187,0.006,0.142,0.105,0.094,0,0,1,0,0,0
0.101,0.203,0.390,0.103,0.106,0.069,0.028,0.005,0.192,0.180,0.174,0,0,0,1,0,0
0.182,0.165,0.570,0.090,0.154,0.056,0.021,0.006,0.155,0.110,0.201,0,0,0,1,0,0
0.132,0.405,0.020,0.058,0.108,0.069,0.021,0.006,0.202,0.150,0.104,1,0,0,0,0,0
0.138,0.437,0.050,0.071,0.095,0.069,0.028,0.006,0.192,0.165,0.161,0,0,0,1,0,0
0.182,0.165,0.570,0.090,0.154,0.056,0.021,0.006,0.155,0.110,0.201,0,0,0,1,0,0
0.157,0.095,0.600,0.077,0.101,0.222,0.066,0.008,0.160,0.195,0.148,0,0,0,1,0,0
0.208,0.038,0.400,0.058,0.082,0.083,0.048,0.004,0.135,0.185,0.181,0,0,1,0,0,0
0.113,0.152,0.210,0.084,0.057,0.347,0.145,0.007,0.182,0.220,0.087,0,0,0,1,0,0
0.157,0.361,0.040,0.077,0.092,0.250,0.073,0.007,0.175,0.170,0.094,0,0,1,0,0,0
0.113,0.424,0.040,0.084,0.080,0.139,0.038,0.006,0.197,0.160,0.134,0,0,0,1,0,0
0.113,0.278,0.150,0.058,0.108,0.222,0.204,0.003,0.147,0.135,0.141,0,0,0,1,0,0
0.145,0.456,0.210,0.206,0.101,0.208,0.204,0.008,0.197,0.195,0.056,0,0,0,1,0,0
0.145,0.456,0.210,0.206,0.101,0.208,0.204,0.008,0.197,0.195,0.057,0,0,0,1,0,0
0.094,0.127,0.250,0.090,0.097,0.306,0.180,0.006,0.170,0.320,0.148,0,0,1,0,0,0
0.119,0.259,0.060,0.071,0.083,0.389,0.131,0.005,0.160,0.250,0.128,0,0,0,1,0,0
0.176,0.222,0.460,0.084,0.167,0.083,0.048,0.006,0.145,0.150,0.141,0,0,1,0,0,0
0.126,0.367,0.080,0.110,0.154,0.181,0.073,0.007,0.175,0.125,0.121,0,0,1,0,0,0
0.119,0.259,0.060,0.071,0.083,0.389,0.131,0.005,0.160,0.250,0.128,0,0,0,1,0,0
0.145,0.228,0.200,0.065,0.115,0.111,0.059,0.006,0.162,0.050,0.044,0,1,0,0,0,0
0.094,0.127,0.250,0.090,0.097,0.306,0.180,0.006,0.170,0.320,0.148,0,0,1,0,0,0
0.138,0.228,0.250,0.071,0.105,0.389,0.190,0.005,0.150,0.135,0.134,0,0,1,0,0,0
0.088,0.190,0.190,0.071,0.103,0.292,0.142,0.005,0.162,0.225,0.107,0,0,0,1,0,0
0.132,0.228,0.080,0.077,0.085,0.236,0.097,0.005,0.147,0.155,0.087,0,0,1,0,0,0
0.138,0.222,0.080,0.084,0.085,0.236,0.111,0.005,0.140,0.160,0.081,0,0,0,1,0,0
0.157,0.259,0.070,0.052,0.097,0.194,0.062,0.005,0.137,0.165,0.161,0,0,0,1,0,0
0.208,0.108,0.490,0.084,0.137,0.278,0.183,0.007,0.142,0.170,0.114,0,0,0,1,0,0
0.157,0.361,0.080,0.077,0.083,0.569,0.159,0.006,0.170,0.135,0.121,0,0,0,1,0,0
0.126,0.203,0.090,0.084,0.083,0.111,0.042,0.004,0.170,0.180,0.195,0,0,0,1,0,0
0.094,0.370,0.100,0.123,0.113,0.167,0.076,0.006,0.214,0.165,0.121,0,0,1,0,0,0
0.164,0.259,0.130,0.071,0.075,0.236,0.055,0.006,0.117,0.175,0.101,0,0,0,1,0,0
0.214,0.171,0.300,0.065,0.101,0.431,0.270,0.007,0.162,0.140,0.040,0,0,1,0,0,0
0.126,0.278,0.140,0.097,0.085,0.167,0.080,0.004,0.170,0.145,0.221,0,0,0,0,1,0
0.151,0.272,0.130,0.084,0.103,0.194,0.100,0.006,0.155,0.130,0.087,0,0,0,1,0,0
0.094,0.259,0.080,0.065,0.106,0.319,0.135,0.005,0.214,0.175,0.128,0,0,0,1,0,0
0.050,0.291,0.080,0.065,0.077,0.264,0.087,0.005,0.190,0.155,0.121,0,0,0,1,0,0
0.101,0.329,0.090,0.103,0.113,0.194,0.069,0.005,0.207,0.150,0.242,0,0,1,0,0,0
0.164,0.171,0.320,0.058,0.087,0.458,0.187,0.007,0.180,0.225,0.101,0,0,1,0,0,0
0.101,0.253,0.080,0.226,0.097,0.139,0.090,0.006,0.204,0.150,0.215,0,0,0,1,0,0
0.176,0.082,0.290,0.084,0.069,0.250,0.149,0.007,0.165,0.215,0.168,0,0,0,0,1,0
0.132,0.465,0.020,0.065,0.085,0.389,0.111,0.005,0.140,0.115,0.158,0,0,0,1,0,0
0.409,0.203,0.420,0.084,0.085,0.181,0.045,0.007,0.127,0.120,0.134,0,0,0,1,0,0
0.239,0.158,0.430,0.090,0.083,0.153,0.045,0.005,0.107,0.240,0.188,0,0,0,0,1,0
0.119,0.323,0.330,0.058,0.077,0.208,0.076,0.005,0.155,0.155,0.114,0,0,0,1,0,0
0.151,0.285,0.020,0.071,0.098,0.222,0.069,0.006,0.155,0.140,0.121,0,0,1,0,0,0
0.107,0.304,0.100,0.045,0.059,0.153,0.069,0.003,0.202,0.090,0.248,0,0,1,0,0,0
0.415,0.177,0.500,0.071,0.142,0.250,0.152,0.008,0.090,0.125,0.134,0,0,1,0,0,0
0.176,0.152,0.300,0.058,0.101,0.222,0.062,0.004,0.125,0.185,0.201,0,0,0,0,0,1
0.157,0.354,0.000,0.090,0.123,0.222,0.069,0.008,0.177,0.100,0.074,0,0,1,0,0,0
0.157,0.348,0.000,0.090,0.116,0.236,0.073,0.008,0.175,0.105,0.067,0,0,1,0,0,0
0.107,0.354,0.010,0.181,0.149,0.431,0.166,0.006,0.192,0.165,0.195,0,0,0,1,0,0
0.170,0.389,0.000,0.084,0.111,0.236,0.076,0.008,0.167,0.135,0.067,0,0,1,0,0,0
0.126,0.465,0.020,0.097,0.082,0.194,0.059,0.006,0.200,0.135,0.174,0,0,0,1,0,0
0.151,0.278,0.170,0.052,0.087,0.194,0.062,0.005,0.175,0.175,0.144,0,0,0,0,1,0
0.126,0.481,0.040,0.084,0.088,0.153,0.048,0.006,0.197,0.115,0.101,0,0,1,0,0,0
0.126,0.465,0.020,0.097,0.082,0.194,0.059,0.006,0.200,0.135,0.174,0,0,0,1,0,0
0.145,0.323,0.330,0.374,0.365,0.903,0.377,0.008,0.120,0.115,0.074,0,0,1,0,0,0
0.201,0.304,0.260,0.071,0.111,0.417,0.433,0.006,0.117,0.095,0.101,0,0,1,0,0,0
0.201,0.304,0.260,0.071,0.111,0.417,0.433,0.006,0.117,0.095,0.101,0,0,1,0,0,0
0.201,0.304,0.260,0.071,0.111,0.417,0.433,0.006,0.117,0.095,0.101,0,0,1,0,0,0
0.164,0.364,0.130,0.071,0.105,0.153,0.048,0.005,0.137,0.105,0.114,0,0,1,0,0,0
0.164,0.364,0.130,0.071,0.105,0.153,0.048,0.005,0.137,0.105,0.114,0,0,1,0,0,0
0.164,0.364,0.130,0.071,0.105,0.153,0.048,0.005,0.137,0.105,0.114,0,0,1,0,0,0
0.132,0.348,0.020,0.065,0.080,0.347,0.125,0.005,0.162,0.245,0.168,0,0,0,1,0,0
0.132,0.025,0.640,0.077,0.077,0.319,0.159,0.005,0.150,0.190,0.188,0,0,0,1,0,0
0.164,0.364,0.130,0.071,0.105,0.153,0.048,0.005,0.137,0.105,0.114,0,0,1,0,0,0
0.151,0.278,0.130,0.045,0.106,0.333,0.125,0.006,0.150,0.130,0.054,0,0,1,0,0,0
0.101,0.247,0.140,0.065,0.072,0.194,0.097,0.004,0.185,0.120,0.208,0,0,0,1,0,0
0.113,0.152,0.530,0.084,0.357,0.250,0.100,0.003,0.157,0.300,0.268,0,0,0,1,0,0
0.113,0.165,0.140,0.084,0.043,0.194,0.066,0.005,0.175,0.160,0.181,0,0,0,1,0,0
0.170,0.361,0.320,0.084,0.093,0.472,0.339,0.006,0.147,0.090,0.074,0,0,1,0,0,0
0.088,0.291,0.200,0.097,0.103,0.194,0.152,0.005,0.209,0.170,0.275,0,0,0,1,0,0
0.063,0.120,0.780,0.839,0.101,0.306,0.298,0.007,0.162,0.075,0.141,0,0,0,1,0,0
0.182,0.253,0.400,0.084,0.079,0.153,0.048,0.005,0.130,0.155,0.228,0,0,0,1,0,0
0.214,0.114,0.630,0.045,0.113,0.208,0.080,0.006,0.140,0.225,0.161,0,0,0,1,0,0
0.101,0.367,0.150,0.271,0.105,0.167,0.073,0.006,0.200,0.135,0.235,0,0,0,1,0,0
0.138,0.348,0.150,0.058,0.173,0.167,0.048,0.005,0.170,0.170,0.195,0,0,0,1,0,0
0.101,0.278,0.090,0.052,0.067,0.319,0.090,0.004,0.200,0.135,0.195,0,0,1,0,0,0
0.176,0.146,0.330,0.097,0.092,0.111,0.069,0.005,0.155,0.135,0.235,0,0,0,1,0,0
0.101,0.278,0.090,0.052,0.067,0.319,0.090,0.004,0.200,0.135,0.195,0,0,1,0,0,0
0.094,0.377,0.100,0.110,0.067,0.167,0.073,0.004,0.207,0.085,0.235,0,0,1,0,0,0
0.101,0.215,0.290,0.077,0.101,0.431,0.318,0.006,0.147,0.145,0.094,0,0,1,0,0,0
0.132,0.127,0.440,0.097,0.080,0.319,0.097,0.005,0.137,0.235,0.215,0,0,0,0,1,0
0.164,0.171,0.440,0.110,0.088,0.292,0.145,0.005,0.140,0.255,0.208,0,0,0,1,0,0
0.182,0.120,0.410,0.097,0.087,0.458,0.187,0.005,0.150,0.260,0.201,0,0,0,1,0,0
0.075,0.310,0.110,0.058,0.088,0.236,0.076,0.005,0.202,0.165,0.168,0,0,0,1,0,0
0.164,0.342,0.330,0.103,0.092,0.458,0.332,0.004,0.132,0.225,0.295,0,0,0,1,0,0
0.126,0.383,0.200,0.445,0.100,0.389,0.253,0.008,0.137,0.105,0.054,0,0,1,0,0,0
0.107,0.272,0.150,0.058,0.106,0.347,0.100,0.003,0.145,0.245,0.215,0,0,0,1,0,0
0.050,0.392,0.090,0.052,0.126,0.208,0.069,0.004,0.232,0.115,0.215,0,0,0,1,0,0
0.107,0.247,0.130,0.090,0.105,0.389,0.118,0.006,0.170,0.210,0.174,0,0,0,1,0,0
0.138,0.316,0.080,0.065,0.092,0.375,0.111,0.006,0.170,0.245,0.074,0,0,0,1,0,0
0.101,0.304,0.080,0.071,0.128,0.431,0.131,0.005,0.177,0.125,0.141,0,0,1,0,0,0
0.082,0.272,0.100,0.084,0.082,0.528,0.156,0.005,0.195,0.215,0.188,0,0,0,1,0,0
0.107,0.247,0.130,0.090,0.105,0.389,0.118,0.006,0.170,0.210,0.174,0,0,0,1,0,0
0.082,0.332,0.120,0.071,0.103,0.431,0.131,0.005,0.207,0.190,0.121,0,0,1,0,0,0
0.088,0.120,0.470,0.174,0.090,0.236,0.125,0.005,0.162,0.165,0.174,0,0,0,1,0,0
